,Entity,Year,Coal Consumption - EJ,Gas Consumption - EJ,Geo Biomass Other - TWh,Hydro Generation - TWh,Nuclear Generation - TWh,Solar Generation - TWh,Wind Generation -TWh,Oil Consumption - EJ
1369,Europe,1989,25,16,13,493,886,0,0,33
1370,Europe,1990,23,17,18,502,894,0,0,34
1371,Europe,1991,22,17,19,513,917,0,0,33
1372,Europe,1992,21,16,20,529,924,0,1,33
1373,Europe,1993,19,16,22,550,960,0,2,32
1374,Europe,1994,18,16,24,557,952,0,2,32
1375,Europe,1995,18,17,26,564,976,0,3,32
1376,Europe,1996,17,18,26,548,1032,0,4,33
1377,Europe,1997,17,18,31,567,1042,0,7,33
1378,Europe,1998,17,18,36,593,1033,0,11,34
1379,Europe,1999,16,19,38,598,1040,0,14,33
1380,Europe,2000,16,20,42,617,1048,0,22,33
1381,Europe,2001,16,20,44,612,1082,0,26,34
1382,Europe,2002,16,20,50,563,1095,0,36,33
1383,Europe,2003,17,21,57,529,1104,0,44,34
1384,Europe,2004,16,22,68,570,1122,0,59,34
1385,Europe,2005,16,22,78,571,1110,1,71,34
1386,Europe,2006,17,22,89,561,1108,2,83,34
1387,Europe,2007,17,22,99,563,1055,3,105,34
1388,Europe,2008,16,22,110,593,1055,7,121,33
1389,Europe,2009,14,20,120,589,1004,14,135,32
1390,Europe,2010,15,22,136,649,1032,23,153,31
1391,Europe,2011,15,20,146,569,1024,46,186,30
1392,Europe,2012,16,20,161,625,998,71,214,29
1393,Europe,2013,15,19,171,661,986,86,248,29
1394,Europe,2014,14,18,183,644,992,98,264,28
1395,Europe,2015,14,18,196,635,968,109,318,29
1396,Europe,2016,13,19,201,651,942,113,322,30
1397,Europe,2017,13,20,208,584,936,124,383,30
1398,Europe,2018,12,19,215,645,935,138,402,30
1399,Europe,2019,11,19,220,632,928,154,461,30
1400,Europe (other),1965,0,0,0,9,0,0,0,0
1401,Europe (other),1966,0,0,0,10,0,0,0,0
1402,Europe (other),1967,0,0,0,11,0,0,0,0
1403,Europe (other),1968,0,0,0,12,0,0,0,0
1404,Europe (other),1969,0,0,0,15,0,0,0,0
1405,Europe (other),1970,0,0,0,15,0,0,0,0
1406,Europe (other),1971,0,0,0,16,0,0,0,0
1407,Europe (other),1972,0,0,0,19,0,0,0,0
1408,Europe (other),1973,0,0,0,17,0,0,0,0
1409,Europe (other),1974,0,0,0,22,0,0,0,0
1410,Europe (other),1975,0,0,0,21,0,0,0,0
1411,Europe (other),1976,0,0,0,22,0,0,0,0
1412,Europe (other),1977,0,0,0,26,0,0,0,0
1413,Europe (other),1978,0,0,0,27,0,0,0,0
1414,Europe (other),1979,0,0,0,29,0,0,0,0
1415,Europe (other),1980,0,0,0,31,0,0,0,0
1416,Europe (other),1981,0,0,0,28,0,0,0,0
1417,Europe (other),1982,0,0,0,26,2,0,0,0
1418,Europe (other),1983,0,0,0,25,3,0,0,0
1419,Europe (other),1984,0,0,0,28,4,0,0,0
1420,Europe (other),1985,0,0,0,33,4,0,0,0
1421,Europe (other),1986,0,0,0,37,4,0,0,1
1422,Europe (other),1987,0,0,0,38,4,0,0,1
1423,Europe (other),1988,0,0,0,38,4,0,0,1
1424,Europe (other),1989,0,0,0,35,4,0,0,1
1425,Europe (other),1990,0,0,0,23,0,0,0,0
1426,Europe (other),1991,0,0,0,28,0,0,0,0
1427,Europe (other),1992,0,0,0,24,0,0,0,0
1428,Europe (other),1993,0,0,0,22,0,0,0,0
1429,Europe (other),1994,0,0,0,25,0,0,0,0
1430,Europe (other),1995,0,0,0,25,0,0,0,0
1431,Europe (other),1996,0,0,0,31,0,0,0,0
1432,Europe (other),1997,0,0,0,28,0,0,0,0
1433,Europe (other),1998,0,0,0,29,0,0,0,0
1434,Europe (other),1999,0,0,0,31,0,0,0,0
1435,Europe (other),2000,0,0,0,28,0,0,0,0
1436,Europe (other),2001,0,0,0,27,0,0,0,0
1437,Europe (other),2002,0,0,0,27,0,0,0,0
1438,Europe (other),2003,0,0,0,27,0,0,0,0
1439,Europe (other),2004,0,0,0,31,0,0,0,0
1440,Europe (other),2005,0,0,0,32,0,0,0,0
1441,Europe (other),2006,0,0,0,29,0,0,0,0
1442,Europe (other),2007,0,0,0,25,0,0,0,0
1443,Europe (other),2008,0,0,0,27,0,0,0,0
1444,Europe (other),2009,0,0,0,31,0,0,0,0
1445,Europe (other),2010,0,0,0,40,0,0,0,0
1446,Europe (other),2011,0,0,0,26,0,0,0,0
1447,Europe (other),2012,0,0,0,27,0,0,0,0
1448,Europe (other),2013,0,0,0,36,0,0,0,0
1449,Europe (other),2014,0,0,0,32,0,0,0,0
1450,Europe (other),2015,0,0,0,32,0,0,0,0
1451,Europe (other),2016,0,0,0,35,0,0,0,0
1452,Europe (other),2017,0,0,0,28,0,0,0,0
1453,Europe (other),2018,0,0,0,38,0,0,0,0
1454,Europe (other),2019,0,0,0,34,0,0,1,0
1455,Finland,1965,0,0,0,9,0,0,0,0
1456,Finland,1966,0,0,0,10,0,0,0,0
1457,Finland,1967,0,0,0,11,0,0,0,0
1458,Finland,1968,0,0,0,10,0,0,0,0
1459,Finland,1969,0,0,0,8,0,0,0,0
1460,Finland,1970,0,0,0,9,0,0,0,0
1461,Finland,1971,0,0,0,10,0,0,0,0
1462,Finland,1972,0,0,0,10,0,0,0,0
1463,Finland,1973,0,0,0,10,0,0,0,0
1464,Finland,1974,0,0,0,12,0,0,0,0
1465,Finland,1975,0,0,0,12,0,0,0,0
1466,Finland,1976,0,0,0,9,0,0,0,0
1467,Finland,1977,0,0,0,12,2,0,0,0
1468,Finland,1978,0,0,0,9,3,0,0,0
1469,Finland,1979,0,0,0,10,6,0,0,0
1470,Finland,1980,0,0,0,10,6,0,0,0
1471,Finland,1981,0,0,0,13,14,0,0,0
1472,Finland,1982,0,0,0,13,16,0,0,0
1473,Finland,1983,0,0,0,13,17,0,0,0
1474,Finland,1984,0,0,0,13,18,0,0,0
1475,Finland,1985,0,0,0,12,18,0,0,0
1476,Finland,1986,0,0,0,12,18,0,0,0
1477,Finland,1987,0,0,0,13,19,0,0,0
1478,Finland,1988,0,0,0,13,19,0,0,0
1479,Finland,1989,0,0,0,13,18,0,0,0
1480,Finland,1990,0,0,5,10,19,0,0,0
1481,Finland,1991,0,0,4,13,19,0,0,0
1482,Finland,1992,0,0,4,15,19,0,0,0
1483,Finland,1993,0,0,5,13,19,0,0,0
1484,Finland,1994,0,0,6,11,19,0,0,0
1485,Finland,1995,0,0,6,12,19,0,0,0
1486,Finland,1996,0,0,5,11,19,0,0,0
1487,Finland,1997,0,0,7,11,21,0,0,0
1488,Finland,1998,0,0,9,14,22,0,0,0
1489,Finland,1999,0,0,8,12,23,0,0,0
1490,Finland,2000,0,0,8,14,22,0,0,0
1491,Finland,2001,0,0,8,13,23,0,0,0
1492,Finland,2002,0,0,8,10,22,0,0,0
1493,Finland,2003,0,0,9,9,22,0,0,0
1494,Finland,2004,0,0,10,15,22,0,0,0
1495,Finland,2005,0,0,9,13,23,0,0,0
1496,Finland,2006,0,0,10,11,23,0,0,0
1497,Finland,2007,0,0,9,14,23,0,0,0
1498,Finland,2008,0,0,10,17,23,0,0,0
1499,Finland,2009,0,0,8,12,23,0,0,0
1500,Finland,2010,0,0,10,12,23,0,0,0
1501,Finland,2011,0,0,11,12,23,0,0,0
1502,Finland,2012,0,0,11,16,23,0,0,0
1503,Finland,2013,0,0,11,12,23,0,0,0
1504,Finland,2014,0,0,11,13,23,0,1,0
1505,Finland,2015,0,0,11,16,23,0,2,0
1506,Finland,2016,0,0,11,15,23,0,3,0
1507,Finland,2017,0,0,11,14,22,0,4,0
1508,Finland,2018,0,0,12,13,21,0,5,0
1509,Finland,2019,0,0,12,12,22,0,5,0
1510,France,1965,1,0,0,46,0,0,0,2
1511,France,1966,1,0,0,52,1,0,0,2
1512,France,1967,1,0,0,45,2,0,0,2
1513,France,1968,1,0,0,50,3,0,0,3
1514,France,1969,1,0,1,52,3,0,0,3
1515,France,1970,1,0,1,56,5,0,0,4
1516,France,1971,1,0,1,48,9,0,0,4
1517,France,1972,1,0,1,48,14,0,0,4
1518,France,1973,1,0,1,47,14,0,0,5
1519,France,1974,1,0,1,56,14,0,0,5
1520,France,1975,1,0,1,60,18,0,0,4
1521,France,1976,1,0,1,48,15,0,0,5
1522,France,1977,1,0,1,76,17,0,0,4
1523,France,1978,1,0,1,68,30,0,0,5
1524,France,1979,1,0,1,66,39,0,0,5
1525,France,1980,1,0,1,69,61,0,0,4
1526,France,1981,1,0,1,72,105,0,0,4
1527,France,1982,1,0,1,70,108,0,0,3
1528,France,1983,1,0,1,69,144,0,0,3
1529,France,1984,1,0,1,65,191,0,0,3
1530,France,1985,1,1,1,62,224,0,0,3
1531,France,1986,0,1,1,63,254,0,0,3
1532,France,1987,0,1,1,71,265,0,0,3
1533,France,1988,0,1,1,77,275,0,0,3
1534,France,1989,0,1,1,46,303,0,0,3
1535,France,1990,0,1,1,53,314,0,0,3
1536,France,1991,0,1,2,57,331,0,0,4
1537,France,1992,0,1,2,68,338,0,0,4
1538,France,1993,0,1,1,64,368,0,0,3
1539,France,1994,0,1,2,78,359,0,0,3
1540,France,1995,0,1,2,73,377,0,0,3
1541,France,1996,0,1,2,66,397,0,0,3
1542,France,1997,0,1,2,63,395,0,0,3
1543,France,1998,0,1,2,62,387,0,0,4
1544,France,1999,0,1,2,72,394,0,0,4
1545,France,2000,0,1,2,66,415,0,0,4
1546,France,2001,0,1,3,74,421,0,0,4
1547,France,2002,0,1,3,60,436,0,0,4
1548,France,2003,0,1,3,58,441,0,0,4
1549,France,2004,0,1,3,59,448,0,0,4
1550,France,2005,0,1,3,51,451,0,0,3
1551,France,2006,0,1,3,56,450,0,2,3
1552,France,2007,0,1,4,57,439,0,4,3
1553,France,2008,0,1,4,63,439,0,5,3
1554,France,2009,0,1,4,56,409,0,7,3
1555,France,2010,0,1,4,62,428,0,9,3
1556,France,2011,0,1,5,44,442,2,12,3
1557,France,2012,0,1,5,58,425,4,14,3
1558,France,2013,0,1,5,70,423,4,16,3
1559,France,2014,0,1,5,62,436,5,17,3
1560,France,2015,0,1,6,54,437,7,21,3
1561,France,2016,0,1,7,60,403,8,21,3
1562,France,2017,0,1,7,49,398,9,24,3
1563,France,2018,0,1,8,63,413,10,28,3
1564,France,2019,0,1,8,58,399,11,34,3
1565,Germany,1965,6,0,0,16,0,0,0,3
1566,Germany,1966,6,0,0,17,0,0,0,4
1567,Germany,1967,6,0,0,16,1,0,0,4
1568,Germany,1968,6,0,0,16,1,0,0,4
1569,Germany,1969,6,0,0,13,4,0,0,5
1570,Germany,1970,6,0,0,17,6,0,0,5
1571,Germany,1971,5,0,1,13,6,0,0,6
1572,Germany,1972,5,0,1,13,9,0,0,6
1573,Germany,1973,5,1,1,15,12,0,0,6
1574,Germany,1974,5,1,1,17,14,0,0,6
1575,Germany,1975,5,1,1,17,24,0,0,6
1576,Germany,1976,5,1,1,13,29,0,0,6
1577,Germany,1977,5,1,1,17,41,0,0,6
1578,Germany,1978,5,2,1,18,43,0,0,6
1579,Germany,1979,5,2,1,18,52,0,0,7
1580,Germany,1980,5,2,1,19,55,0,0,6
1581,Germany,1981,6,2,1,19,65,0,0,5
1582,Germany,1982,5,1,1,19,74,0,0,5
1583,Germany,1983,6,2,1,18,78,0,0,5
1584,Germany,1984,6,2,1,18,104,0,0,5
1585,Germany,1985,6,2,1,17,138,0,0,5
1586,Germany,1986,5,2,1,18,130,0,0,5
1587,Germany,1987,5,2,1,20,141,0,0,5
1588,Germany,1988,5,2,1,20,156,0,0,5
1589,Germany,1989,5,2,1,18,161,0,0,5
1590,Germany,1990,5,2,1,17,152,0,0,5
1591,Germany,1991,4,2,1,15,147,0,0,5
1592,Germany,1992,4,2,1,18,158,0,0,5
1593,Germany,1993,4,2,1,18,153,0,0,5
1594,Germany,1994,4,2,1,20,151,0,0,5
1595,Germany,1995,3,2,2,21,154,0,1,5
1596,Germany,1996,3,3,2,18,161,0,2,5
1597,Germany,1997,3,2,2,18,170,0,2,5
1598,Germany,1998,3,3,3,19,161,0,4,5
1599,Germany,1999,3,3,3,20,170,0,5,5
1600,Germany,2000,3,2,4,24,169,0,9,5
1601,Germany,2001,3,3,5,23,171,0,10,5
1602,Germany,2002,3,3,6,23,164,0,15,5
1603,Germany,2003,3,3,8,17,165,0,18,5
1604,Germany,2004,3,3,10,20,167,0,25,5
1605,Germany,2005,3,3,14,19,163,1,27,5
1606,Germany,2006,3,3,18,20,167,2,30,5
1607,Germany,2007,3,3,24,21,140,3,39,4
1608,Germany,2008,3,3,27,20,148,4,40,5
1609,Germany,2009,3,3,30,19,134,6,38,4
1610,Germany,2010,3,3,33,20,140,11,38,4
1611,Germany,2011,3,2,36,17,107,19,49,4
1612,Germany,2012,3,2,43,22,99,26,51,4
1613,Germany,2013,3,3,45,22,97,31,52,4
1614,Germany,2014,3,2,48,19,97,36,58,4
1615,Germany,2015,3,2,50,18,91,38,80,4
1616,Germany,2016,3,3,51,20,84,38,79,4
1617,Germany,2017,3,3,51,20,76,39,105,4
1618,Germany,2018,2,3,51,17,76,45,109,4
1619,Germany,2019,2,3,50,20,75,47,125,4
1620,Greece,1965,0,0,0,0,0,0,0,0
1621,Greece,1966,0,0,0,1,0,0,0,0
1622,Greece,1967,0,0,0,1,0,0,0,0
1623,Greece,1968,0,0,0,1,0,0,0,0
1624,Greece,1969,0,0,0,2,0,0,0,0
1625,Greece,1970,0,0,0,2,0,0,0,0
1626,Greece,1971,0,0,0,2,0,0,0,0
1627,Greece,1972,0,0,0,2,0,0,0,0
1628,Greece,1973,0,0,0,2,0,0,0,0
1629,Greece,1974,0,0,0,2,0,0,0,0
1630,Greece,1975,0,0,0,2,0,0,0,0
1631,Greece,1976,0,0,0,1,0,0,0,0
1632,Greece,1977,0,0,0,1,0,0,0,0
1633,Greece,1978,0,0,0,2,0,0,0,0
1634,Greece,1979,0,0,0,3,0,0,0,0
1635,Greece,1980,0,0,0,3,0,0,0,0
1636,Greece,1981,0,0,0,3,0,0,0,0
1637,Greece,1982,0,0,0,3,0,0,0,0
1638,Greece,1983,0,0,0,2,0,0,0,0
1639,Greece,1984,0,0,0,2,0,0,0,0
1640,Greece,1985,0,0,0,2,0,0,0,0
1641,Greece,1986,0,0,0,3,0,0,0,0
1642,Greece,1987,0,0,0,2,0,0,0,0
1643,Greece,1988,0,0,0,2,0,0,0,0
1644,Greece,1989,0,0,0,1,0,0,0,0
1645,Greece,1990,0,0,0,1,0,0,0,0
1646,Greece,1991,0,0,0,3,0,0,0,0
1647,Greece,1992,0,0,0,2,0,0,0,0
1648,Greece,1993,0,0,0,2,0,0,0,0
1649,Greece,1994,0,0,0,2,0,0,0,0
1650,Greece,1995,0,0,0,3,0,0,0,0
1651,Greece,1996,0,0,0,4,0,0,0,0
1652,Greece,1997,0,0,0,3,0,0,0,0
1653,Greece,1998,0,0,0,3,0,0,0,0
1654,Greece,1999,0,0,0,4,0,0,0,0
1655,Greece,2000,0,0,0,3,0,0,0,0
1656,Greece,2001,0,0,0,2,0,0,0,0
1657,Greece,2002,0,0,0,2,0,0,0,0
1658,Greece,2003,0,0,0,4,0,0,1,0
1659,Greece,2004,0,0,0,4,0,0,1,0
1660,Greece,2005,0,0,0,5,0,0,1,0
1661,Greece,2006,0,0,0,5,0,0,1,0
1662,Greece,2007,0,0,0,2,0,0,1,0
1663,Greece,2008,0,0,0,3,0,0,2,0
1664,Greece,2009,0,0,0,5,0,0,2,0
1665,Greece,2010,0,0,0,7,0,0,2,0
1666,Greece,2011,0,0,0,4,0,0,3,0
1667,Greece,2012,0,0,0,4,0,1,3,0
1668,Greece,2013,0,0,0,6,0,3,4,0
1669,Greece,2014,0,0,0,4,0,3,3,0
1670,Greece,2015,0,0,0,6,0,3,4,0
1671,Greece,2016,0,0,0,5,0,3,5,0
1672,Greece,2017,0,0,0,3,0,3,5,0
1673,Greece,2018,0,0,0,5,0,3,6,0
1674,Greece,2019,0,0,0,4,0,3,7,0
1675,Hong Kong,1965,0,0,0,0,0,0,0,0
1676,Hong Kong,1966,0,0,0,0,0,0,0,0
1677,Hong Kong,1967,0,0,0,0,0,0,0,0
1678,Hong Kong,1968,0,0,0,0,0,0,0,0
1679,Hong Kong,1969,0,0,0,0,0,0,0,0
1680,Hong Kong,1970,0,0,0,0,0,0,0,0
1681,Hong Kong,1971,0,0,0,0,0,0,0,0
1682,Hong Kong,1972,0,0,0,0,0,0,0,0
1683,Hong Kong,1973,0,0,0,0,0,0,0,0
1684,Hong Kong,1974,0,0,0,0,0,0,0,0
1685,Hong Kong,1975,0,0,0,0,0,0,0,0
1686,Hong Kong,1976,0,0,0,0,0,0,0,0
1687,Hong Kong,1977,0,0,0,0,0,0,0,0
1688,Hong Kong,1978,0,0,0,0,0,0,0,0
1689,Hong Kong,1979,0,0,0,0,0,0,0,0
1690,Hong Kong,1980,0,0,0,0,0,0,0,0
1691,Hong Kong,1981,0,0,0,0,0,0,0,0
1692,Hong Kong,1982,0,0,0,0,0,0,0,0
1693,Hong Kong,1983,0,0,0,0,0,0,0,0
1694,Hong Kong,1984,0,0,0,0,0,0,0,0
1695,Hong Kong,1985,0,0,0,0,0,0,0,0
1696,Hong Kong,1986,0,0,0,0,0,0,0,0
1697,Hong Kong,1987,0,0,0,0,0,0,0,0
1698,Hong Kong,1988,0,0,0,0,0,0,0,0
1699,Hong Kong,1989,0,0,0,0,0,0,0,0
1700,Hong Kong,1990,0,0,0,0,0,0,0,0
1701,Hong Kong,1991,0,0,0,0,0,0,0,0
1702,Hong Kong,1992,0,0,0,0,0,0,0,0
1703,Hong Kong,1993,0,0,0,0,0,0,0,0
1704,Hong Kong,1994,0,0,0,0,0,0,0,0
1705,Hong Kong,1995,0,0,0,0,0,0,0,0
1706,Hong Kong,1996,0,0,0,0,0,0,0,0
1707,Hong Kong,1997,0,0,0,0,0,0,0,0
1708,Hong Kong,1998,0,0,0,0,0,0,0,0
1709,Hong Kong,1999,0,0,0,0,0,0,0,0
1710,Hong Kong,2000,0,0,0,0,0,0,0,0
1711,Hong Kong,2001,0,0,0,0,0,0,0,0
1712,Hong Kong,2002,0,0,0,0,0,0,0,0
1713,Hong Kong,2003,0,0,0,0,0,0,0,0
1714,Hong Kong,2004,0,0,0,0,0,0,0,0
1715,Hong Kong,2005,0,0,0,0,0,0,0,0
1716,Hong Kong,2006,0,0,0,0,0,0,0,0
1717,Hong Kong,2007,0,0,0,0,0,0,0,0
1718,Hong Kong,2008,0,0,0,0,0,0,0,0
1719,Hong Kong,2009,0,0,0,0,0,0,0,0
1720,Hong Kong,2010,0,0,0,0,0,0,0,0
1721,Hong Kong,2011,0,0,0,0,0,0,0,0
1722,Hong Kong,2012,0,0,0,0,0,0,0,0
1723,Hong Kong,2013,0,0,0,0,0,0,0,0
1724,Hong Kong,2014,0,0,0,0,0,0,0,0
1725,Hong Kong,2015,0,0,0,0,0,0,0,0
1726,Hong Kong,2016,0,0,0,0,0,0,0,0
1727,Hong Kong,2017,0,0,0,0,0,0,0,0
1728,Hong Kong,2018,0,0,0,0,0,0,0,0
1729,Hong Kong,2019,0,0,0,0,0,0,0,0
1730,Hungary,1965,0,0,0,0,0,0,0,0
1731,Hungary,1966,0,0,0,0,0,0,0,0
1732,Hungary,1967,0,0,0,0,0,0,0,0
1733,Hungary,1968,0,0,0,0,0,0,0,0
1734,Hungary,1969,0,0,0,0,0,0,0,0
1735,Hungary,1970,0,0,0,0,0,0,0,0
1736,Hungary,1971,0,0,0,0,0,0,0,0
1737,Hungary,1972,0,0,0,0,0,0,0,0
1738,Hungary,1973,0,0,0,0,0,0,0,0
1739,Hungary,1974,0,0,0,0,0,0,0,0
1740,Hungary,1975,0,0,0,0,0,0,0,0
1741,Hungary,1976,0,0,0,0,0,0,0,0
1742,Hungary,1977,0,0,0,0,0,0,0,0
1743,Hungary,1978,0,0,0,0,0,0,0,0
1744,Hungary,1979,0,0,0,0,0,0,0,0
1745,Hungary,1980,0,0,0,0,0,0,0,0
1746,Hungary,1981,0,0,0,0,0,0,0,0
1747,Hungary,1982,0,0,0,0,0,0,0,0
1748,Hungary,1983,0,0,0,0,2,0,0,0
1749,Hungary,1984,0,0,0,0,3,0,0,0
1750,Hungary,1985,0,0,0,0,6,0,0,0
1751,Hungary,1986,0,0,0,0,7,0,0,0
1752,Hungary,1987,0,0,0,0,10,0,0,0
1753,Hungary,1988,0,0,0,0,13,0,0,0
1754,Hungary,1989,0,0,0,0,13,0,0,0
1755,Hungary,1990,0,0,0,0,13,0,0,0
1756,Hungary,1991,0,0,0,0,13,0,0,0
1757,Hungary,1992,0,0,0,0,13,0,0,0
1758,Hungary,1993,0,0,0,0,13,0,0,0
1759,Hungary,1994,0,0,0,0,14,0,0,0
1760,Hungary,1995,0,0,0,0,14,0,0,0
1761,Hungary,1996,0,0,0,0,14,0,0,0
1762,Hungary,1997,0,0,0,0,13,0,0,0
1763,Hungary,1998,0,0,0,0,13,0,0,0
1764,Hungary,1999,0,0,0,0,14,0,0,0
1765,Hungary,2000,0,0,0,0,14,0,0,0
1766,Hungary,2001,0,0,0,0,14,0,0,0
1767,Hungary,2002,0,0,0,0,13,0,0,0
1768,Hungary,2003,0,0,0,0,11,0,0,0
1769,Hungary,2004,0,0,0,0,11,0,0,0
1770,Hungary,2005,0,0,1,0,13,0,0,0
1771,Hungary,2006,0,0,1,0,13,0,0,0
1772,Hungary,2007,0,0,1,0,14,0,0,0
1773,Hungary,2008,0,0,1,0,14,0,0,0
1774,Hungary,2009,0,0,2,0,15,0,0,0
1775,Hungary,2010,0,0,2,0,15,0,0,0
1776,Hungary,2011,0,0,1,0,15,0,0,0
1777,Hungary,2012,0,0,1,0,15,0,0,0
1778,Hungary,2013,0,0,1,0,15,0,0,0
1779,Hungary,2014,0,0,2,0,15,0,0,0
1780,Hungary,2015,0,0,2,0,15,0,0,0
1781,Hungary,2016,0,0,2,0,16,0,0,0
1782,Hungary,2017,0,0,2,0,16,0,0,0
1783,Hungary,2018,0,0,2,0,15,0,0,0
1784,Hungary,2019,0,0,2,0,16,1,0,0
1785,Iceland,1965,0,0,0,0,0,0,0,0
1786,Iceland,1966,0,0,0,0,0,0,0,0
1787,Iceland,1967,0,0,0,0,0,0,0,0
1788,Iceland,1968,0,0,0,0,0,0,0,0
1789,Iceland,1969,0,0,0,0,0,0,0,0
1790,Iceland,1970,0,0,0,1,0,0,0,0
1791,Iceland,1971,0,0,0,1,0,0,0,0
1792,Iceland,1972,0,0,0,1,0,0,0,0
1793,Iceland,1973,0,0,0,2,0,0,0,0
1794,Iceland,1974,0,0,0,2,0,0,0,0
1795,Iceland,1975,0,0,0,2,0,0,0,0
1796,Iceland,1976,0,0,0,2,0,0,0,0
1797,Iceland,1977,0,0,0,2,0,0,0,0
1798,Iceland,1978,0,0,0,2,0,0,0,0
1799,Iceland,1979,0,0,0,2,0,0,0,0
1800,Iceland,1980,0,0,0,3,0,0,0,0
1801,Iceland,1981,0,0,0,3,0,0,0,0
1802,Iceland,1982,0,0,0,3,0,0,0,0
1803,Iceland,1983,0,0,0,3,0,0,0,0
1804,Iceland,1984,0,0,0,3,0,0,0,0
1805,Iceland,1985,0,0,0,3,0,0,0,0
1806,Iceland,1986,0,0,0,3,0,0,0,0
1807,Iceland,1987,0,0,0,3,0,0,0,0
1808,Iceland,1988,0,0,0,4,0,0,0,0
1809,Iceland,1989,0,0,0,4,0,0,0,0
1810,Iceland,1990,0,0,0,4,0,0,0,0
1811,Iceland,1991,0,0,0,4,0,0,0,0
1812,Iceland,1992,0,0,0,4,0,0,0,0
1813,Iceland,1993,0,0,0,4,0,0,0,0
1814,Iceland,1994,0,0,0,4,0,0,0,0
1815,Iceland,1995,0,0,0,4,0,0,0,0
1816,Iceland,1996,0,0,0,4,0,0,0,0
1817,Iceland,1997,0,0,0,5,0,0,0,0
1818,Iceland,1998,0,0,0,5,0,0,0,0
1819,Iceland,1999,0,0,1,6,0,0,0,0
1820,Iceland,2000,0,0,1,6,0,0,0,0
1821,Iceland,2001,0,0,1,6,0,0,0,0
1822,Iceland,2002,0,0,1,6,0,0,0,0
1823,Iceland,2003,0,0,1,7,0,0,0,0
1824,Iceland,2004,0,0,1,7,0,0,0,0
1825,Iceland,2005,0,0,1,7,0,0,0,0
1826,Iceland,2006,0,0,2,7,0,0,0,0
1827,Iceland,2007,0,0,3,8,0,0,0,0
1828,Iceland,2008,0,0,4,12,0,0,0,0
1829,Iceland,2009,0,0,4,12,0,0,0,0
1830,Iceland,2010,0,0,4,12,0,0,0,0
1831,Iceland,2011,0,0,4,12,0,0,0,0
1832,Iceland,2012,0,0,5,12,0,0,0,0
1833,Iceland,2013,0,0,5,12,0,0,0,0
1834,Iceland,2014,0,0,5,12,0,0,0,0
1835,Iceland,2015,0,0,5,13,0,0,0,0
1836,Iceland,2016,0,0,5,13,0,0,0,0
1837,Iceland,2017,0,0,5,14,0,0,0,0
1838,Iceland,2018,0,0,6,13,0,0,0,0
1839,Iceland,2019,0,0,6,13,0,0,0,0
1840,India,1965,1,0,0,19,0,0,0,0
1841,India,1966,1,0,0,20,0,0,0,0
1842,India,1967,1,0,0,22,0,0,0,0
1843,India,1968,1,0,0,25,0,0,0,0
1844,India,1969,1,0,0,28,0,0,0,0
1845,India,1970,1,0,0,30,1,0,0,0
1846,India,1971,1,0,0,33,0,0,0,0
1847,India,1972,1,0,0,32,0,0,0,0
1848,India,1973,1,0,0,34,1,0,0,0
1849,India,1974,1,0,0,33,1,0,0,0
1850,India,1975,2,0,0,39,2,0,0,1
1851,India,1976,2,0,0,41,2,0,0,1
1852,India,1977,2,0,0,45,1,0,0,1
1853,India,1978,2,0,0,56,2,0,0,1
1854,India,1979,2,0,0,54,2,0,0,1
1855,India,1980,2,0,0,55,2,0,0,1
1856,India,1981,2,0,0,59,2,0,0,1
1857,India,1982,2,0,0,49,2,0,0,1
1858,India,1983,2,0,0,48,3,0,0,1
1859,India,1984,2,0,0,53,4,0,0,1
1860,India,1985,3,0,0,51,4,0,0,1
1861,India,1986,3,0,0,52,5,0,0,1
1862,India,1987,3,0,0,48,5,0,0,2
1863,India,1988,3,0,0,54,6,0,0,2
1864,India,1989,4,0,0,63,4,0,0,2
1865,India,1990,4,0,0,66,6,0,0,2
1866,India,1991,4,0,0,73,5,0,0,2
1867,India,1992,5,0,0,70,6,0,0,2
1868,India,1993,5,0,0,70,6,0,0,2
1869,India,1994,5,0,0,80,4,0,0,2
1870,India,1995,5,0,0,75,7,0,0,3
1871,India,1996,6,0,0,69,8,0,0,3
1872,India,1997,6,0,0,70,10,0,0,3
1873,India,1998,6,0,1,83,11,0,1,3
1874,India,1999,6,0,1,82,12,0,1,4
1875,India,2000,6,0,1,76,15,0,1,4
1876,India,2001,6,0,2,72,18,0,2,4
1877,India,2002,7,0,2,68,19,0,2,4
1878,India,2003,7,1,2,69,18,0,2,5
1879,India,2004,8,1,3,100,21,0,5,5
1880,India,2005,8,1,4,97,17,0,5,5
1881,India,2006,9,1,5,112,17,0,9,5
1882,India,2007,10,1,7,122,17,0,11,5
1883,India,2008,10,1,9,115,15,0,14,6
1884,India,2009,11,1,11,106,16,0,16,6
1885,India,2010,12,2,14,108,23,0,19,6
1886,India,2011,12,2,17,131,32,0,23,7
1887,India,2012,13,2,19,115,33,2,27,7
1888,India,2013,14,1,22,131,33,3,30,7
1889,India,2014,16,1,24,138,34,4,33,7
1890,India,2015,16,1,25,133,38,6,32,8
1891,India,2016,16,1,24,128,37,11,43,9
1892,India,2017,17,1,25,135,37,21,52,9
1893,India,2018,18,2,26,139,39,36,60,9
1894,India,2019,18,2,25,161,45,46,63,10
1895,Indonesia,1965,0,0,0,1,0,0,0,0
